13.301496599	6.3
24.983718821	6.4
36.631292517	7.1
48.287891156	7.2
59.925804989	7.3
71.191247166	7.4
82.415782313	8.1
89.489705215	8.2
94.990385488	8.3
106.716643991	8.4
118.559727891	9.1
130.271609977	9.2
141.119229025	9.3
152.872018141	9.4
164.431383220	10.1
175.809024943	10.2
187.335555556	10.3
199.855918367	10.4
211.559682540	11.1
223.207800454	11.2
234.921859410	11.3
246.639909297	11.4
